 1 16.243858 1.7072983 1
 61 16.243858 1.7072983 0
 121 15.912351 1.6724554 1
 181 15.912351 1.6724554 0
 2 15.976412 3.3958912 1
 62 15.976412 3.3958912 0
 122 15.650362 3.326587 1
 182 15.650362 3.326587 0
 3 15.533924 5.047278 1
 63 15.533924 5.047278 0
 123 15.216905 4.944272 1
 183 15.216905 4.944272 0
 4 14.921243 6.6433654 1
 64 14.921243 6.6433654 0
 124 14.616727 6.5077863 1
 184 14.616727 6.5077863 0
 5 14.145082 8.166667 1
 65 14.145082 8.166667 0
 125 13.856406 8.0 1
 185 13.856406 8.0 0
 6 13.213944 9.6004925 1
 66 13.213944 9.6004925 0
 126 12.944272 9.404564 1
 186 12.944272 9.404564 0
 7 12.138033 10.929133 1
 67 12.138033 10.929133 0
 127 11.890317 10.70609 1
 187 11.890317 10.70609 0
 8 10.929133 12.138033 1
 68 10.929133 12.138033 0
 128 10.70609 11.890317 1
 188 10.70609 11.890317 0
 9 9.6004925 13.213944 1
 69 9.6004925 13.213944 0
 129 9.404564 12.944272 1
 189 9.404564 12.944272 0
 10 8.166667 14.145082 1
 70 8.166667 14.145082 0
 130 8.0 13.856406 1
 190 8.0 13.856406 0
 11 6.6433654 14.921243 1
 71 6.6433654 14.921243 0
 131 6.5077863 14.616727 1
 191 6.5077863 14.616727 0
 12 5.047278 15.533924 1
 72 5.047278 15.533924 0
 132 4.944272 15.216905 1
 192 4.944272 15.216905 0
 13 3.3958912 15.976412 1
 73 3.3958912 15.976412 0
 133 3.326587 15.650362 1
 193 3.326587 15.650362 0
 14 1.7072983 16.243858 1
 74 1.7072983 16.243858 0
 134 1.6724554 15.912351 1
 194 1.6724554 15.912351 0
 15 0.0 16.333334 1
 75 0.0 16.333334 0
 135 0.0 16.0 1
 195 0.0 16.0 0
 16 -1.7072983 16.243858 1
 76 -1.7072983 16.243858 0
 136 -1.6724554 15.912351 1
 196 -1.6724554 15.912351 0
 17 -3.3958912 15.976412 1
 77 -3.3958912 15.976412 0
 137 -3.326587 15.650362 1
 197 -3.326587 15.650362 0
 18 -5.047278 15.533924 1
 78 -5.047278 15.533924 0
 138 -4.944272 15.216905 1
 198 -4.944272 15.216905 0
 19 -6.6433654 14.921243 1
 79 -6.6433654 14.921243 0
 139 -6.5077863 14.616727 1
 199 -6.5077863 14.616727 0
 20 -8.166667 14.145082 1
 80 -8.166667 14.145082 0
 140 -8.0 13.856406 1
 200 -8.0 13.856406 0
 21 -9.6004925 13.213944 1
 81 -9.6004925 13.213944 0
 141 -9.404564 12.944272 1
 201 -9.404564 12.944272 0
 22 -10.929133 12.138033 1
 82 -10.929133 12.138033 0
 142 -10.70609 11.890317 1
 202 -10.70609 11.890317 0
 23 -12.138033 10.929133 1
 83 -12.138033 10.929133 0
 143 -11.890317 10.70609 1
 203 -11.890317 10.70609 0
 24 -13.213944 9.6004925 1
 84 -13.213944 9.6004925 0
 144 -12.944272 9.404564 1
 204 -12.944272 9.404564 0
 25 -14.145082 8.166667 1
 85 -14.145082 8.166667 0
 145 -13.856406 8.0 1
 205 -13.856406 8.0 0
 26 -14.921243 6.6433654 1
 86 -14.921243 6.6433654 0
 146 -14.616727 6.5077863 1
 206 -14.616727 6.5077863 0
 27 -15.533924 5.047278 1
 87 -15.533924 5.047278 0
 147 -15.216905 4.944272 1
 207 -15.216905 4.944272 0
 28 -15.976412 3.3958912 1
 88 -15.976412 3.3958912 0
 148 -15.650362 3.326587 1
 208 -15.650362 3.326587 0
 29 -16.243858 1.7072983 1
 89 -16.243858 1.7072983 0
 149 -15.912351 1.6724554 1
 209 -15.912351 1.6724554 0
 30 -16.333334 0.0 1
 90 -16.333334 0.0 0
 150 -16.0 0.0 1
 210 -16.0 0.0 0
 31 -16.243858 -1.7072983 1
 91 -16.243858 -1.7072983 0
 151 -15.912351 -1.6724554 1
 211 -15.912351 -1.6724554 0
 32 -15.976412 -3.3958912 1
 92 -15.976412 -3.3958912 0
 152 -15.650362 -3.326587 1
 212 -15.650362 -3.326587 0
 33 -15.533924 -5.047278 1
 93 -15.533924 -5.047278 0
 153 -15.216905 -4.944272 1
 213 -15.216905 -4.944272 0
 34 -14.921243 -6.6433654 1
 94 -14.921243 -6.6433654 0
 154 -14.616727 -6.5077863 1
 214 -14.616727 -6.5077863 0
 35 -14.145082 -8.166667 1
 95 -14.145082 -8.166667 0
 155 -13.856406 -8.0 1
 215 -13.856406 -8.0 0
 36 -13.213944 -9.6004925 1
 96 -13.213944 -9.6004925 0
 156 -12.944272 -9.404564 1
 216 -12.944272 -9.404564 0
 37 -12.138033 -10.929133 1
 97 -12.138033 -10.929133 0
 157 -11.890317 -10.70609 1
 217 -11.890317 -10.70609 0
 38 -10.929133 -12.138033 1
 98 -10.929133 -12.138033 0
 158 -10.70609 -11.890317 1
 218 -10.70609 -11.890317 0
 39 -9.6004925 -13.213944 1
 99 -9.6004925 -13.213944 0
 159 -9.404564 -12.944272 1
 219 -9.404564 -12.944272 0
 40 -8.166667 -14.145082 1
 100 -8.166667 -14.145082 0
 160 -8.0 -13.856406 1
 220 -8.0 -13.856406 0
 41 -6.6433654 -14.921243 1
 101 -6.6433654 -14.921243 0
 161 -6.5077863 -14.616727 1
 221 -6.5077863 -14.616727 0
 42 -5.047278 -15.533924 1
 102 -5.047278 -15.533924 0
 162 -4.944272 -15.216905 1
 222 -4.944272 -15.216905 0
 43 -3.3958912 -15.976412 1
 103 -3.3958912 -15.976412 0
 163 -3.326587 -15.650362 1
 223 -3.326587 -15.650362 0
 44 -1.7072983 -16.243858 1
 104 -1.7072983 -16.243858 0
 164 -1.6724554 -15.912351 1
 224 -1.6724554 -15.912351 0
 45 0.0 -16.333334 1
 105 0.0 -16.333334 0
 165 0.0 -16.0 1
 225 0.0 -16.0 0
 46 1.7072983 -16.243858 1
 106 1.7072983 -16.243858 0
 166 1.6724554 -15.912351 1
 226 1.6724554 -15.912351 0
 47 3.3958912 -15.976412 1
 107 3.3958912 -15.976412 0
 167 3.326587 -15.650362 1
 227 3.326587 -15.650362 0
 48 5.047278 -15.533924 1
 108 5.047278 -15.533924 0
 168 4.944272 -15.216905 1
 228 4.944272 -15.216905 0
 49 6.6433654 -14.921243 1
 109 6.6433654 -14.921243 0
 169 6.5077863 -14.616727 1
 229 6.5077863 -14.616727 0
 50 8.166667 -14.145082 1
 110 8.166667 -14.145082 0
 170 8.0 -13.856406 1
 230 8.0 -13.856406 0
 51 9.6004925 -13.213944 1
 111 9.6004925 -13.213944 0
 171 9.404564 -12.944272 1
 231 9.404564 -12.944272 0
 52 10.929133 -12.138033 1
 112 10.929133 -12.138033 0
 172 10.70609 -11.890317 1
 232 10.70609 -11.890317 0
 53 12.138033 -10.929133 1
 113 12.138033 -10.929133 0
 173 11.890317 -10.70609 1
 233 11.890317 -10.70609 0
 54 13.213944 -9.6004925 1
 114 13.213944 -9.6004925 0
 174 12.944272 -9.404564 1
 234 12.944272 -9.404564 0
 55 14.145082 -8.166667 1
 115 14.145082 -8.166667 0
 175 13.856406 -8.0 1
 235 13.856406 -8.0 0
 56 14.921243 -6.6433654 1
 116 14.921243 -6.6433654 0
 176 14.616727 -6.5077863 1
 236 14.616727 -6.5077863 0
 57 15.533924 -5.047278 1
 117 15.533924 -5.047278 0
 177 15.216905 -4.944272 1
 237 15.216905 -4.944272 0
 58 15.976412 -3.3958912 1
 118 15.976412 -3.3958912 0
 178 15.650362 -3.326587 1
 238 15.650362 -3.326587 0
 59 16.243858 -1.7072983 1
 119 16.243858 -1.7072983 0
 179 15.912351 -1.6724554 1
 239 15.912351 -1.6724554 0
 60 16.333334 0.0 1
 120 16.333334 0.0 0
 180 16.0 0.0 1
 240 16.0 0.0 0
Faces:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 -180 179 178 177 176 175 174 173 172 171 170 169 168 167 166 165 164 163 162 161 160 159 158 157 156 155 154 153 152 151 150 149 148 147 146 145 144 143 142 141 140 139 138 137 136 135 134 133 132 131 130 129 128 127 126 125 124 123 122 121 180 -60.
 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101 100 99 98 97 96 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 -181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 181 -61.
 2 1 61 62.
 121 122 182 181.
 3 2 62 63.
 122 123 183 182.
 4 3 63 64.
 123 124 184 183.
 5 4 64 65.
 124 125 185 184.
 6 5 65 66.
 125 126 186 185.
 7 6 66 67.
 126 127 187 186.
 8 7 67 68.
 127 128 188 187.
 9 8 68 69.
 128 129 189 188.
 10 9 69 70.
 129 130 190 189.
 11 10 70 71.
 130 131 191 190.
 12 11 71 72.
 131 132 192 191.
 13 12 72 73.
 132 133 193 192.
 14 13 73 74.
