 1 0.9945219 0.104528464 1
 2 0.9781476 0.20791169 1
 3 0.95105654 0.309017 1
 4 0.9135454 0.40673664 1
 5 0.8660254 0.5 1
 6 0.809017 0.58778524 1
 7 0.7431448 0.6691306 1
 8 0.6691306 0.7431448 1
 9 0.58778524 0.809017 1
 10 0.5 0.8660254 1
 11 0.40673664 0.9135454 1
 12 0.309017 0.95105654 1
 13 0.20791169 0.9781476 1
 14 0.104528464 0.9945219 1
 15 0.0 1.0 1
 16 -0.104528464 0.9945219 1
 17 -0.20791169 0.9781476 1
 18 -0.309017 0.95105654 1
 19 -0.40673664 0.9135454 1
 20 -0.5 0.8660254 1
 21 -0.58778524 0.809017 1
 22 -0.6691306 0.7431448 1
 23 -0.7431448 0.6691306 1
 24 -0.809017 0.58778524 1
 25 -0.8660254 0.5 1
 26 -0.9135454 0.40673664 1
 27 -0.95105654 0.309017 1
 28 -0.9781476 0.20791169 1
 29 -0.9945219 0.104528464 1
 30 -1.0 0.0 1
 31 -0.9945219 -0.104528464 1
 32 -0.9781476 -0.20791169 1
 33 -0.95105654 -0.309017 1
 34 -0.9135454 -0.40673664 1
 35 -0.8660254 -0.5 1
 36 -0.809017 -0.58778524 1
 37 -0.7431448 -0.6691306 1
 38 -0.6691306 -0.7431448 1
 39 -0.58778524 -0.809017 1
 40 -0.5 -0.8660254 1
 41 -0.40673664 -0.9135454 1
 42 -0.309017 -0.95105654 1
 43 -0.20791169 -0.9781476 1
 44 -0.104528464 -0.9945219 1
 45 0.0 -1.0 1
 46 0.104528464 -0.9945219 1
 47 0.20791169 -0.9781476 1
 48 0.309017 -0.95105654 1
 49 0.40673664 -0.9135454 1
 50 0.5 -0.8660254 1
 51 0.58778524 -0.809017 1
 52 0.6691306 -0.7431448 1
 53 0.7431448 -0.6691306 1
 54 0.809017 -0.58778524 1
 55 0.8660254 -0.5 1
 56 0.9135454 -0.40673664 1
 57 0.95105654 -0.309017 1
 58 0.9781476 -0.20791169 1
 59 0.9945219 -0.104528464 1
 60 1.0 0.0 1
 61 0.9945219 0.104528464 0
 62 0.9781476 0.20791169 0
 63 0.95105654 0.309017 0
 64 0.9135454 0.40673664 0
 65 0.8660254 0.5 0
 66 0.809017 0.58778524 0
 67 0.7431448 0.6691306 0
 68 0.6691306 0.7431448 0
 69 0.58778524 0.809017 0
 70 0.5 0.8660254 0
 71 0.40673664 0.9135454 0
 72 0.309017 0.95105654 0
